participant_id,group,timestamp,event_type,session_id,course_id,step_number,success,duration_seconds,hint_level
P001,B,2026-01-19T09:10:26.828Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:10:28.523Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,0,0
P001,B,2026-01-19T09:10:28.523Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:10:28.545Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,0,0
P001,B,2026-01-19T09:10:28.671Z,topic_introduced,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:10:28.792Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,0,0
P001,B,2026-01-19T09:10:55.854Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,3,1,0,0
P001,B,2026-01-19T09:10:56.099Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:10:56.264Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:10:56.378Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,0,0
P001,B,2026-01-19T09:11:01.131Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,0,0
P001,B,2026-01-19T09:11:01.180Z,step_complete,session-1768813693752-pk8aj6fu7,bmi-calculator,3,0,33,0
P001,B,2026-01-19T09:11:04.833Z,ai_drill_selection,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:11:13.369Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:13.370Z,drill_mcq_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:11:27.541Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:27.541Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:11:34.265Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:34.266Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:11:35.266Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:35.442Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:35.484Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:11:37.275Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:11:37.275Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,0,0
P001,B,2026-01-19T09:11:37.340Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,0,0
P001,B,2026-01-19T09:11:37.469Z,topic_introduced,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:37.617Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,0,0
P001,B,2026-01-19T09:11:54.335Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,4,1,0,0
P001,B,2026-01-19T09:11:54.524Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:11:54.694Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:06.618Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,4,1,0,0
P001,B,2026-01-19T09:12:06.838Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:07.003Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:07.107Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,0,0
P001,B,2026-01-19T09:12:14.235Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,0,0
P001,B,2026-01-19T09:12:14.288Z,step_complete,session-1768813693752-pk8aj6fu7,bmi-calculator,4,0,38,0
P001,B,2026-01-19T09:12:19.137Z,ai_drill_selection,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:12:25.490Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:25.491Z,drill_mcq_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:12:50.100Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:50.100Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:12:51.126Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:51.281Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:51.433Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:51.580Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:51.625Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:12:53.268Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:12:53.268Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:12:53.346Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:12:53.498Z,topic_introduced,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:12:53.611Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:13:34.621Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:13:34.838Z,error_entry_added,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:13:35.011Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:13:35.189Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:13:35.306Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:13:57.255Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,5,1,0,0
P001,B,2026-01-19T09:13:57.467Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:13:57.644Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:13:57.752Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:14:08.580Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,0,0
P001,B,2026-01-19T09:14:08.629Z,step_complete,session-1768813693752-pk8aj6fu7,bmi-calculator,5,0,76,0
P001,B,2026-01-19T09:14:15.567Z,ai_drill_selection,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:14:25.751Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:25.751Z,drill_mcq_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:14:48.817Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:48.818Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:14:50.446Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:50.602Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:50.758Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:50.906Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:14:50.951Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:14:52.602Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:14:52.602Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:14:52.623Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:14:52.743Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:16:19.403Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:16:19.747Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:16:19.932Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:16:37.411Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:16:37.606Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:16:37.874Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:16:50.028Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:16:50.214Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:16:50.414Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:17:21.857Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:17:22.083Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:17:22.272Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:17:42.114Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:17:42.308Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:17:42.476Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:18:08.213Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:18:08.421Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:18:08.586Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:18:24.289Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:18:24.464Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:18:24.669Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:29.258Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:19:29.577Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:29.755Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:45.180Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:19:45.382Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:45.520Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:50.857Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:19:51.088Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:19:51.277Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:21:08.749Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:21:09.120Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:21:09.343Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:22:08.828Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:22:09.099Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:22:09.366Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:27:06.404Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:27:06.623Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:27:06.817Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:27:18.021Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:27:18.249Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:27:18.409Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:28:17.683Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:28:17.869Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:28:18.025Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:38.927Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:29:39.188Z,error_entry_added,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:39.354Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:39.511Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:39.657Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:29:43.978Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:29:44.204Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:44.373Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:29:59.742Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:29:59.920Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:30:00.062Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:31:49.492Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:31:49.689Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:31:49.878Z,incorrect_solution,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:34:03.223Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,6,1,0,0
P001,B,2026-01-19T09:34:03.658Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:34:03.837Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:34:04.013Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:34:40.574Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,0,0
P001,B,2026-01-19T09:34:40.635Z,step_complete,session-1768813693752-pk8aj6fu7,bmi-calculator,6,0,1189,0
P001,B,2026-01-19T09:34:47.983Z,ai_drill_selection,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:34:53.649Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:34:57.271Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:34:57.272Z,drill_mcq_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:35:14.429Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:14.429Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:35:30.956Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:30.957Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:35:31.898Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:35:31.898Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:44.871Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:35:44.871Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:46.233Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:46.447Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:35:46.497Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:35:48.157Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:35:48.157Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:35:48.239Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:35:48.380Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:28.840Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:29.119Z,error_entry_added,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:29.287Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:29.586Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:29.694Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:35.114Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:35.303Z,error_entry_added,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:35.479Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:35.651Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:35.778Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:46.267Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,7,1,0,0
P001,B,2026-01-19T09:36:46.460Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:46.615Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:36:46.721Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:50.677Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,0,0
P001,B,2026-01-19T09:36:50.738Z,step_complete,session-1768813693752-pk8aj6fu7,bmi-calculator,7,0,63,0
P001,B,2026-01-19T09:36:57.337Z,ai_drill_selection,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:37:08.667Z,drill_mcq_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:37:08.667Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:38.858Z,drill_code_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,1,0,0
P001,B,2026-01-19T09:37:38.858Z,drill_attempt,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:40.198Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:40.356Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:40.599Z,performance_score_update,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:40.793Z,topic_weight_change,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:40.838Z,drill_session_completed,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:37:42.603Z,step_start,session-1768813693752-pk8aj6fu7,bmi-calculator,8,0,0,0
P001,B,2026-01-19T09:37:42.603Z,course_access,session-1768813693752-pk8aj6fu7,bmi-calculator,0,0,0,0
P001,B,2026-01-19T09:37:42.625Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,8,0,0,0
P001,B,2026-01-19T09:37:42.745Z,topic_introduced,session-1768813693752-pk8aj6fu7,,0,0,0,0
P001,B,2026-01-19T09:37:42.964Z,step_snapshot,session-1768813693752-pk8aj6fu7,bmi-calculator,8,0,0,0
P001,B,2026-01-19T09:38:39.664Z,code_execution,session-1768813693752-pk8aj6fu7,bmi-calculator,8,0,0,0
